ajoneuvoluokka,merkkiSelvakielinen,kaupallinenNimi
L1,Crescent,2013 S
L1,Solifer,CAPRI/49
L3e,Honda,CBR1000R
L3,Harley-Davidson,Ultra Classic Electra Glide FC4
L3e,KTM,KTM 450 EXC-F
L1,Solifer,SMA Tomos-A32P5/49
L3e,Honda,Pcx150
L3,Harley-Davidson,FLTRX Road Glide
L3,Cagiva,ALAZZURRA-3M
L1,Puch,ALABAMA VOV1456/DS 50 V3
L1e,Simson,Suhl SR1
L3,Bultaco,Sherpa T350
L1e,Solifer,Experss M36
L3e,Moto Guzzi,V9 Roamer
L3,Cezeta,502-01.00
L3,Harley-Davidson,EL1000
L3e,Sherco,250 SEF-R
L3,Suzuki,Suzuki Gsx 1100
L1,Tunturi,59 MS50
L3,Rabeneick,Binetta Superstar
L1,Jupiter,50 2MA/47
L1,Zundapp,COMBINETTE 428-02
L3e,Harley-Davidson,Ultra Classic Injected
L3e,Honda,GL 1500 C F6c
L1,Jaguar,50 H-HVA/48
L1e,MBK,OVETTO YN50-5AD/49
L3,Harley-Davidson,Electra GIide
L3e,Zero,SR
L1,Tunturi,Maxi Puch VS 50 LF
L3e,Yamaha,FJ1200-3CV/1188
L3e,Honda,GL 1500 SE GOLDWING
L3,Harley-Davidson,Low Rider
L3e,KTM,KTM 500 EXC-F
L3,Harley-Davidson,FLHRI ROAD KING CLASSIC-FRW/1449
L1e,Solifer,Thermomat F38L
L3e,Harley-Davidson,FLTRU Road Glide Ultra
L3e,TM,300 2 tempi
L3e,Honda,VT700C Shadow
L3e,Yamaha,XV 1900
L3e,Benelli,BJ600GS
L3,Harley-Davidson,VRSCDX NIGHT ROD 1250
L3e,Suzuki,Intruder M 800
L1,Peugeot,SPEEDFIGHT LC
L1,Tunturi,DX L
L3,Suzuki,GS 550 EZ
L3,Omavalmiste,KS-Moto
L3e,Harley-Davidson,FL Knucklehead
L3,Velocette,MAC-350
L3e,Moto Guzzi,GRISO 1200
L3,Husqvarna,Fe 250
L1,Tunturi,Start Puch VS50 LF
L3e,IC,JUPITER 2K
L3,Honda,VF1000F-II-SC15/998
L3e,Yamaha,MT-07 TRACER
L3,IC,IZH-49
L3,Kawasaki,AR125A
L3,Cezeta,502 - 02
L3,Suzuki,Stinger T 125-II
L1,Puch,MONTANA
L3,Honda,CB92
L1,Solifer,Export-Tomos 3V-71/49
L1,Solifer,Automat Exsport-Tomos A32-KS/49
L1,Tunturi,City E50S
L3e,Honda,NS400R
L1,Solifer,Speed 67
L1,Honda,Monkey Z50J/49
L1,Tunturi,START-AUTOMAT-PUCH VS50KA/49
L3e,Ducati,MULTISTRADA 1100 S
L1,Yamaha,Razz
L3e,Moto Morini,Sport 3 1/2
L3,Yamaha,Yamaha Vmx 1200
L3,BSA,STAR-C15/249-61
L3e,Aprilia,RXV 450
L1,Solifer,SM-84
L3e,Harley-Davidson,FLTRX Road Glide Custom
L3e,Harley-Davidson,FLHXSE
L3,BSA,Lightning
L3e,Triumph,Speed Triple S
L3e,Gilera,350 Dakota
L3,Norton,650 SPORT SPECIAL/647
L3e,Moto Guzzi,MGX 21
L3,Honda,XRV 750 Africa Twin
L3,Honda,XL 100 K0
L3e,BMW,R1150 GS
L1e,Jupiter,219
L3,Suzuki,GV 1400 CAVALCADE
L3,Yamaha,DS-6
L3,Yamaha,XT600-XT600Z-34L/595
L1e,Luojia,LJ50Q C50
L1,Tunturi,Maxi-Puch VS 50 LF3/49
L3,TWN,Kongress 350
L1,Husqvarna,Roulette 3832
L1,Puch,"1,4-MS 50/49"
L3e,Victory Motorcycles,Touring Cruiser
L3,Kawasaki,KZ400-R1
L1,Tunturi,DXL
L3,MZ,ES - 175
L1,Solifer,Solifer Capri
L3,Honda,SABRE VF 1100
L1e,Emco,NOVI
L3e,Suzuki,Suzuki DL1000
L3e,Moto Guzzi,California 1400
L3e,BMW,R nine T Scrambler
L3e,Harley-Davidson,FLH Duo-Glide/1212
L3e,Honda,Africa Twin
L3,Harley-Davidson,FLHP Road King Police
L1,Helkama,Export
L3,Raleigh,MODELL 21
L1,Solifer,GT-TOMOS 4 G/49
L3,Harley-Davidson,CLASSIC ELECTRA GLIDE
L3,EMW,R 35 / 3
L3,Suzuki,GS 650
L3,Yamaha,YL1 TWIN JET 100-Y33/97
L1,Helkama,Mini Major S
L3,Harley-Davidson,Sporster XLX 1000
L3,Honda,GL 1500 Gold Wing
L1e,Zhenhua,ZH-CJL50
L3e,Mash,Seventy-five
L3e,Moto Guzzi,AUDACE ROSSO IMPETUOSO
L3,American Ironhorse,Tejas Chopper
L3e,Zero,FX ZF6.5
L3e,Gas Gas,Cg
L3e,Moto Guzzi,V9 BOBBER NERO
L3e,TM Racing,300 2tempi
L3,Vjatka,VP-150
L3e,Honda,NX650 DOMINATOR-RD08
L3e,Husqvarna,TE250
L1e,Solifer,Express Speed M35
L1,Yamaha,CHAPPY LB50-2AM
L3e,Ducati,SCRAMBLER ICON
L1,Solifer,Thermomat F-38L/48
L3e,CZ,Sport 175-477
L3,Kawasaki,GT 550
L3,Harley-Davidson,FLSTFI FAT BOY/1449
L3,Minsk,3-111   MMB3
L1e,EZNEN,UF8
L3,Jawa-CZ,450-01/172-62
L3,Vjatka,VM150
L3,Suzuki,VS 1400 GLP Intruder
L1e,Zhenhua,ZH-SR50-1
L3e,Harley-Davidson,VLH
L3e,Honda,CBX 650 Night Hawk
L1,Rabeneick,Binetta
L1e,KSR Moto,TR 50 SM
L3,Zundapp,250 S Trophy
L3e,Harley-Davidson,XR 1200X
L3e,Piaggio,LIBERTY
L3,Rudge,MULTI
L3e,TM Racing,300 2 tempi
L3e,TM,250 2tempi
L3e,TM,300
L3e,TM,300 2tempi
L3e,TM Racing,250 4T
L3e,Moto Guzzi,V7 II STORNELLO
L3e,Moto Guzzi,V7 II STORNELLO WHITE
L3,Harley-Davidson,FXST/I Softail Standard
L3,Honda,VF 700 Sabre
L1,Solifer,Export - 3 LT-F-37/48
L3,Monark,M550 Blue arrow
L3,Capri,Capri 87
L3,Ducati,Mark 3 Desmo-450
L3e,Harley-Davidson,FLD DYNA
L3,AJS,TB8
L1e,Romet Motors,Pony
L2,Erkkola,MOE 5/8 50MA-ABEX-B/47
L3,Honda,CB 750 Four K1
L3e,Suzuki,RV125
L3e,Honda,VTX 1800-SC46A
L1,Crescent,1248
L3e,KTM,KTM 690 ENDURO R (30 kW)
L3e,KTM,KTM 690 Duke R (32kW)
L3e,KTM,KTM 300EXC
L3e,BMW,R nine T Pure
L3e,BMW,R nine T Racer
L3e,Mash,CAFE RACER
L3e,Ducati,HYPERMOTARD
L3e,Harley-Davidson,FLHTCI ELECTRA GLIDE
L3e,Harley-Davidson,FLHXS
L3e,Sherco,300 SE-R
L1e,Monark,34F
L3e,Honda,450 RME
L3,Harley-Davidson,Big Twin 28JD
L2,Glamor,Moty Mokuli
L3e,KTM,450 EXC-F
L3e,Kawasaki,Z900 ABS
L3e,Kawasaki,Ninja 650 ABS
L3e,Kawasaki,Z650 ABS
L3e,Suzuki,GSX-S750
L3e,Kawasaki,Z1000 SX
L3,Jawa-CZ,353/249-60
L3e,SWM,SM125R
L3e,Harley-Davidson,FLHTK  ELECTRA GLIDE ULTRA LIMITED
L1e,Kalkhoff,Kaklhoff Integrale
L3,Husqvarna,SILVERPILEN 282/175
L3e,Beta,RR 300
L3e,Jawa,Sport
L1e,Solifer,EXPORT 68
L3,Suzuki,DR 650 R
L3e,Kawasaki,Kawasaki Vn1500-L2h
L3,Honda,Honda CB 500 Twin
L3e,Triumph,BONNEVILLE BOBBER
L1,Zundapp,428-001 COMBINETT
L3e,KTM,KTM 1290 Super Duke GT
L3e,KTM,KTM 1290 Super Duke R
L3,Puch-Tunturi,DS60R/60-62
L3,Suzuki,PE 175/172
L3e,Yamaha,MT-125
L3e,Yamaha,MT-07 ABS
L3e,KTM,KTM 1090 Adventure R
L3e,Husqvarna,Husqvarna 701 Enduro
L3,Harley-Davidson,FLHT- DDL/1340
L2e,KRAL,GRANDE5000
L3e,Yamaha,XSR900
L3e,Honda,CRF250RLA
L1e,Rieju,ONE+
L1e,Monark,Topper
L3e,KTM,KTM 1290 Super Adventure T
L3e,Mash,Five Hundred
L3e,Husqvarna,Husqvarna 701 Supermoto
L3e,Yamaha,MT07A (MT-07 ABS)
L3,Vespa,VXL
L3e,KTM AG,KTM 250 EXC-F
L3,Harley-Davidson,FXDWG 1584
L3e,Yamaha,MT-09 ABS
L3e,Yamaha,MT-09 Tracer
L1e,Beta,RR 50 Track
L1e,Solifer,3-speed
L1,Jupiter,Swing 50
L3,Honda,VF 1100C V65 Magna
L3e,BMW,G 310 R
L3,Jawa,Perak 11
L3e,Triumph,Street Triple RS
L3,BSA,A65 Firebird
L3,K,k-750
L3e,KTM,KTM 1090 Adventure
L3e,Ducati,Ducati SuperSport
L3,Harley-Davidson,Electra Glide Standard
L3,Ironhorse,Texas Chopper
L3e,KTM,KTM 125 Duke
L1e,Stromer,ST2
L3e,Fantic Motor,TL125
L3e,KTM,KTM 1290 Super Adventure S
L1e,Mash,BIBOP
L1e,Piaggio,VespaS
L3e,Honda,VT 750 CUSTOM SHADOW
L3e,Yamaha,MTN1000D (MT-10 SP)
L3e,Aprilia,PIAGGIO (1)
L3e,Yamaha,MTN1000 (MT-10)
L3e,Ducati,Multistrada 950
L1e,Drac,MRT1
L1e,Good Year,EGO2
L3e,KTM,KTM 1290 Super Adventure R
L3e,BMW,R nine T Urban G/S
L3e,Harley-Davidson,ROAD KING SPECIAL
L3e,BMW,F650Gs Dakar
L3,Harley-Davidson,Screamin Eagle Dyna
L1,Zundapp,Combinette 428/49
L3e,Harley-Davidson,FLHT ULTRA CLASSIC
L1e,Gilera,SMT50
L3,Harley-Davidson,FLSTSE2 Softail
L3e,MV Agusta,Brutale 800
L3,Harley-Davidson,FLHRC1
L3,Ariel,500KG
L3,TWN,BDG 250H
L3,Vespa,Piaggio P 200 E
L1,Jupiter,Öglaend-Safir-Sachs 50
L1,Solifer,Solifer Speed 4
L1,Tunturi,VS 50 LF/49
L1,Crescent,SAXOPED 1136/47
L1,Hero,Sport
L3e,Husqvarna,TX 125
L3,Honda,Goldwing 1500 se
L3e,Honda,CMX500A
L3,Yamaha,350 STREET R5
L3,Jawa-CZ,148
L3e,Honda,C-100 50 Sport
L3,Yamaha,FS 80
L3e,Ducati,Monster 797
L3e,Harley-Davidson,STREET GLIDE FLHX
L3,Honda,SL 125
L1,Tunturi,Sport VS50LF3
L3,Harley-Davidson,FLHRI ROAD  KING
L1e,Solifer,SM81-TOMOS4V/49
L3e,Honda,CB1100NA
L3e,Yamaha,XP530E-A (TMAX)
L3e,Harley-Davidson,STREET ROD
L3e,Harley-Davidson,FLHTC ULTRA
L3,Harley-Davidson,FXSTCI
L3e,Piaggio,BEVERLY
L3e,Moto Guzzi,CALIFORNIA 1400 TOURING ABS SE
L3e,Kawasaki,J300
L3e,KTM,KTM 390 Duke
L3e,Kawasaki,Versys-X 300 ABS
L3e,Zero Motorcycles,SR ZF13.0
L3e,Hanway,STF125
L3e,Jawa,350OHC
L3e,Jawa,350 OHC
L3e,Welo ll,Police Special
L3e,Piaggio,PIAGGIO VESPA GTV 125
L1,Tunturi,Puch VS 50KA
L3e,Triumph,THUNDERBIRD STORM
L3,Victory Motorcycles,Victory V92C
L3,Harley-Davidson,Ultra Classic Electra Gilde
L3,Suzuki,GSX 750 S KATANA
L1,Honda,Z 50 J-AB02/ 49-
L3,Puch-Tunturi,DS 60R
L3,Honda,HONDA VF 1100 S
L3,Vespa,Piaggio Vespa P 200 E
L3e,Moto Guzzi,V7 III SPECIAL AZZURRO
L3e,Indian Motorcycle,Springfield
L3e,Zero Motorcycles,S ZF6.5 11kW
L3e,Zero Motorcycles,DRS ZF13.0
L3e,Honda,CB1100CA
L3,BSA,A50R Royal Star
L3,Moto Guzzi,QUOTA 1100 ES
L1,Tunturi,VS 50 Automat/1130
L3e,Indian Motorcycle,Chieftain Dark Horse
L3e,KTM,XC-W
L3,Zundapp,Bella R203
L3,Suzuki,T250R
L3,Ariel,Model B DeLuxe
L3e,Triumph,Street Scrambler
L3e,Yamaha,XP530D-A (TMAX)
L3e,KTM,KTM 1190 Adventure
L1e,Winora-Staiger GmbH,Haibike SDURO Trekking S RX Herren
L1,Zundapp,Zundapp 444-02
L3,Jawa,361-00
L3,Triumph,Triumph Speed Twin 5T
L1e,Prinz-Idrott,swing/47
L3e,Vespa,GL
L3e,Yamaha,XS2
L3,DOUGLAS,2 3/4 H.P. MODEL K
L3,Triumph,T 120 R
L1e,Mash,FIFTY
L3e,Triumph,Tiger XRT
L3e,Harley-Davidson,XR1200R
L3,Ariel,Square Four Mk 2
L3e,Polaris Industries Inc.,Cross Country  LE
L3,Harley-Davidson,Dyna Low Ride
L3e,Piaggio,Vespa GTS Super 300
L3,Victory Motorcycles,VEGAS 8 BALL
L1,Husqvarna,4242/48
L1e,Znen,ZN50QT-11D
L1e,Znen,ZN50QT-E5
L3e,Triumph,Tiger 1050
L3e,KMZ,MT-10-36
L3,Big Dog,Chopper
L1,Tunturi,SPORT-PUCH VZ50K3X
L3e,Harley-Davidson,FLHT ELECTRA GLIDE STANDART
L3,Riverside Cycles,Speedster
L1,Solifer,10 LAURA M 48
L3,Honda,VT 700 C SHADOW
L3,IC,IC-49
L3,Jawa,Perak 11-250
L1e,Solifer,TS-50S
L3,Ducati,Multistrada 1000 DS
L1,Solifer,Export 3 LT-F-37/48
L3e,Ducati,Diavel Diesel
L3e,Yamaha,XT1200ZE (XT1200ZE Super Tenere)
L1,Tunturi,Sport puch VZ50 K4X
L1,NMV,Packy
L3e,SWM,RS125R
L3e,BMW,K 1600 B
L2e,Gralle,Gralle
L3e,Yamaha,CZD300-A (X-MAX 300)
L1,Tunturi,Maxi-Puch VS50 KX/49
L3e,Yamaha,XVS950XR-A
L1,Pyrkij�,50N2F SPORT
L3e,KTM,500 Exc
L3e,Mash,seventy five
L3e,Mash,TT 40
L3e,Mash,BLACK SEVEN
L3e,Honda,Xr 650 R
L1e,Yamaha,YQ50 AEROX
L1,Velo-Öglaend,T
L1,Solifer,SOLIFER SM
L3e,Honda,ADV750
L3e,Honda,GL1800A GOLD WING
L1,Helkama,Major
L3,Lambretta,TV 175
L3e,Ducati,Ducati SuperSport S
L3,Ariel,E 500 Super Sport
L3,Honda,Africa Twin 650
L3e,Husqvarna,FE 350
L3,Laverda,1200
L3,Harley-Davidson,FLHTC-ELECTRA GLIDE CLASSIC-DJV/1450
L3,Yamaha,YF1A-Y22/50
L3,Harley-Davidson,FLHR-I
L3,Triumph,BONNEVILLE 750-T140E/744
L3,Yamaha,Venture Royale
L1e,Rieju,ONE
L3e,Beta,RR 4T 350
L1,Solifer,SM82
L3e,Harley-Davidson,FXS SOFTAIL BLACKLINE
L1e,HNF Heisenberg,UD1
L3e,Honda,CBR1000S1
L3e,Honda,XL650VY
L3,Moto Morini,3.5 Sport
L3,BSA,STAR-C15/249
L3,Harley-Davidson,SPORSTER 883
L3,Honda,CB125 B6/124
L3e,KTM,KTM 250 EXC TPI
L1e,Romet Motors,PONY
L1,Solifer,Speed F37 /48
L3,Zundapp,KS125 Sport
L1,Solifer,4SPEED
L3,Jawa,250 Sport
L3,Yamaha,XVT12T Venture
L1,Helkama,MINI 2M/49
L3,Suzuki,INTRUDER VS1400  GLP
L3e,KTM,KTM 300 EXC TPI
L1,Solifer,3Speed
L3,Yamaha,TRAIL DT-125
L3e,Moto Guzzi,AUDACE ROSSA
L1e,KALKHOFF,Kalkhoff Integrale
L3,Yamaha,Yamaha AS-1
L1,Tunturi,VZ50 N4 Trial
L3e,Yamaha,YZF600 (YZF-R6)
L1,Jupiter,50 Swing
L3,Honda,VT600 C SHADOW
L3e,Harley-Davidson,FXDB 103
L3e,Husqvarna,HUSQVARNA TE 300i
L3,NSU,MAXI 175
L3e,Harley-Davidson,FLHR ROAD KING-FWW/1449
L3e,Husqvarna,HUSQVARNA TE 250i
L3e,SWM,SUPERDUAL
L3,Royal Enfield,CLASSIC UCE 500
L1,Solifer,Speed 4V-73/49
L3,Cezeta,502.01/172
L3e,American Ironhorse,Legend
L1,Comet-Öglaend,Swing 50
L1,Tunturi,VS 50
L3e,Honda,CB750 F2
L1e,Jincheng,MONKEY
L1,KTM,Camping Automatic
L3e,Yamaha,MAXAM
L3e,Honda,Honda 1100
L3,Harley-Davidson,ROAD GLIDE CUSTOM FLTRX
L3e,Honda,GL 1800A
L3,Harley-Davidson,Road Glide Custom
L1,Honda,SH50
L1,Crescent,1126/47
L3e,Suzuki,"GS, 450 E"
L3e,NSU,251 OSL
L3,Jawa-CZ,356/175
L1e,HNF Heisenberg,XD1
L1,Tunturi,Sport VS50KX4
L3e,Yamaha,FZ8-N
L1,Tunturi,START PUCH VS50KA/49
L3,Jawa,554-04/344
L3e,Harley-Davidson,XL 1200R SPORSTER
L3,BSA,Rocket 3
L3,Messerschmitt,KR 200/191-55
L3,Monark,M 550 Blue Arrow
L3,Ardie,Ne 125
L3e,K,K 175
L2e,TOL,GRANDE5000
L1,Mobylette,AV7
L3,Yamaha,YL-2C/97
L3,DKW,Hobby
L1,Tunturi,VS50KA Automat
L3,Suzuki,A100/98
L3,IC,PLANETA
L3,Harley-Davidson,FLSTCI Softail Heritage Classic
L3,Jawa,15-02
L3e,Triumph,TIGER XRT
L1e,KSR Moto,TR 50 SM COMPETITION
L3,Monet Goyon,M 2 V
L3e,Mash,TWO FIFTY
L1,Tunturi,Puch AF 50AF /117
L1e,Winora-Staiger GmbH,Haibike SDURO Trekking S 6.0 Herren
L1,Goldie,Sport
L3,Yamaha,FJR1300-RP04/1298
L1,Bauer,P 50 Sport
L1,Tunturi,AUTOMAATTI AF
L3e,Indian Motorcycle,Chieftain Limited
L3e,Harley-Davidson,FLHTCUI ULTRA GLIDE
L3,Honda,Shadow VT 1100
L3,Honda,NX 250 MD21
L3,IC,Jupiter-2
L3e,Piaggio,VESPA SEI GIORNI
L3,Honda,GL 1500 CD
L1,Yamaha,FS1
L1e,Jincheng,JC50
L1,Vesta,2000
L1e,Riya,RY50QT-42
L3,Harley-Davidson,Dyna Glide Custom
L1,Komet,1138/47
L3,MZ,RT125-3
L3e,Gas Gas,CG
L1,Solifer,10-KM-M48/48
L3e,Harley-Davidson,FAT BOY 114
L3e,Harley-Davidson,FAT BOB 114
L3e,Harley-Davidson,FORTY-EIGHT ANNIVERSARY
L3e,Harley-Davidson,HERITAGE CLASSIC 114
L3e,Harley-Davidson,FLS TF
L3,BMW,BMW R 100GS
L1,Monark,1232 ILO/49
L1,Tunturi,City S-Puch E50S
L3,MZ,RT 125-2/123-57
L3,Honda,CN250
L1e,Mylane B.V.,MEIJS
L3e,Velocette,MAC
L1,Yamaha,DT 50 R
L3e,Yamaha,SZR 660
L1,Tunturi,MIKRO
L1,Riga,Riga Delta
L3e,Piaggio,GTV 125
L3e,BMW,G 310 GS
L1e,Rieju,MRT
L1,Solifer,GT-Tomos 4 G
L3,Harley-Davidson,Street Glide Special
L3e,Sherco,125 SE-R
L3,FN,SAHARA 350
L1,Öglaend,Comet Swing
L3,Yamaha,XS 650 STREET
L3e,Harley-Davidson,SLIM
L3,Husqvarna,HUSQVARNA 30
L3,BMW,BMW R 90/6
L3,BSA,C 11 De Luxe 250 Ohv
L3,Honda,CL70/72
L3e,Husqvarna,TE 300i
L3,Honda,CL 450 Scrambler
L1,Honda,Monkey Z50J Rothmans
L3,Royal Enfield,Classic 500
L1,Honda,NPS50 RUCKUS
L3e,Suzuki,GSX-S125
L3,Suzuki,Suzuki Vs 1400 Glf
L3e,Honda,600V
L1e,KTM,Macina eGnition 11P5+45
L3,Omavalmiste,Jchopper 1
L3e,Moto Guzzi,V11 SPORT
L3,Vespa,Primavera VMA2T/121
L3,Suzuki,GV 1200 GL
L1,Monark,MONARPED
L1,Moto Guzzi,Dingo 3M
L1,Fantic,Super Rocket
L3e,KTM,KTM 1290 Super Adventure
L3e,Harley-Davidson,ULTRA LIMITED ANNIVERSARY
L3,Vespa,POPOLINA
L3,Harley-Davidson,FLTRXS
L3e,Harley-Davidson,STREET GLIDE SPECIAL ANNIVERSARY
L3,Honda,VF 750 F RC15
L1,Tunturi,Autostart -Puch VS50 KA/49
L3e,Moto S.p.A.,WR 250F
L3,Ossa,Pioneer 250
L3,Yamaha,YAS-1/124
L3e,KTM,KTM 525 Exc
L1e,Winora-Staiger GmbH,Haibike SDURO Trekking S 8.0 Herren
L3e,HM,F 250X
L3,Harley-Davidson,V-Rod Muscle
L3,Kawasaki,GT 750
L3e,Honda,HM CRF450M
L3e,HM,F 300R
L3e,Harley-Davidson,FLHRSE
L3e,Moto,KT
L3,Harley-Davidson,Davidson Electra Glide Police
L1e,Tunturi,50H/49-
L3,IZ,PLANETA-4
L2,Glamor,Moty
L3e,Harley-Davidson,FAT BOB S
L1e,Focus,THRON
L1e,Focus,Jarifa
L3,Kawasaki,KL 250 D
L3e,Yamaha,MTN850-A (MT-09 ABS)
L1e,Znen,ZN50QT-56
L1e,Valenti Racing,RM50
L2e,TOL,T414
L3,Harley-Davidson,XL 1200S Sportster
L3e,Husqvarna,FE 501
L2e,Kyburz Switzerland,Kyburz DXP
L3e,Harley-Davidson,CVO ROAD GLIDE
L3e,Harley-Davidson,HERITAGE CLASSIC
L3e,KTM,300 EXC TPI
L3e,Omavalmiste,RR JTOR 1150
L3e,Harley-Davidson,FLHTI ELECTRA GLIDE STANDART
L3e,Honda,MSX125A
L3e,Kawasaki,VULCAN S
L3e,Kawasaki,Z900RS
L3,Honda,CB900 F
L3e,Suzuki,GSX-R125
L3e,Harley-Davidson,BREAKOUT 114
L3e,Harley-Davidson,ELECTRA GLIDE SPORT
L3,Harley-Davidson,ULTRA GLIDE CLASSIC
L3e,Kawasaki,VERSYS-X 300
L1,Honda,Monkey Z50A / 49-
L3e,Kawasaki,Ninja 650
L3e,Kawasaki,VERSYS 650
L3,Vespa,125 VN2T
L3e,Kawasaki,Ninja 400
L3e,TM,300 EN
L3e,Jawa-CZ,360-0 Panelka
L1,Jupiter,Sport Rally 50
L1e,Yamaha,NEO'S UBS
L3e,Yamaha,X-MAX 300
L1e,Yamaha,NEO'S
L3e,Gas Gas,CG-EC300
L3e,Harley-Davidson,CVO ULTRA LIMITED ANNIVERSARY
L3e,Yamaha,MTN850D (MT-09SP)
L3e,Sherco,4.5 i
L3e,Piaggio,Vespa Primavera 150 ABS
L3e,Harley-Davidson,FLSTNI SOFTAIL DELUXE-JDB/1449
L3e,HM,450R
L3e,Honda,CRF250LA
L3e,Indian,Scout Bobber
L1e,SYM,Crox
L1e,SYM,JET 14
L1e,SYM,Mask
L1,Tunturi,Sport 67-LF3/49
L3e,Husqvarna,Husqvarna 701
L1e,Piaggio,Vespa Sprint
L1e,MOTRAC,"M3, JN1500"
L2e,Anaig,Fix style
L3,Yamaha,Mini Enduro
L3e,Piaggio,Vespa Sprint 150 ABS
L3e,Husqvarna,Husqvarna TX 125
L3e,Yamaha,X-MAX 400
L3e,Yamaha,XVS950CUD-A
L1,Solifer,TS
L3e,Harley-Davidson,HERITAGE CLASSIC S
L3e,Honda,GL 1200 A
L3e,Kawasaki,Ninja H2 SX
L1,Tunturi,TRIAL 80-PUCH VZ50N4
L1e,Sky Team,SKYMINI 50
L3,Harley-Davidson,Sportster XL 883N Iron
L3e,Honda,CBF125NA
L3e,Triumph,Bonneville Bobber Black
L3,Honda,GL 1500c F6c
L3e,Triumph,Tiger 1200 XRT
L3e,Harley-Davidson,FLHXS Street Glide
L1,Puch,VZ 50 V3
L3e,Suzuki,Intruder VL1500 LC
L2,NMV,Shopper
L3e,Triumph,Bonneville Speedmaster
L3e,Yamaha,MTN690-A (MT-07)
L1e,Keeway,SKYMINI 50
L3e,Honda,CBR1000S2
L3,American Ironhorse,TEXAS CHOPPER
L3e,KTM,KTM FREERIDE E-XC
L3e,BMW,F 750 GS
L3,Vespa,GL150
L3e,Yamaha,XP530D-A (T-MAX DX)
L3e,KTM,KTM 790 Duke
L3e,Harley-Davidson,Softail FXSTI
L1,Solifer,Export F-38/48-Thermomat
L3e,Yamaha,MTN320-A (MT-03)
L3e,SWM,SUPERDUAL T
L3e,Kawasaki,Ninja ZX 14R
L3e,Ducati,Multistrada 1260 S
L1,Solifer,SM 87
L3e,Honda,CRF1000A2
L1,Tunturi,Autostart VS50KA
L3,Honda,AFRICA TWIN XRV650
L1,Regulus-Öglaend,SWING
L1e,Lifan,TTGREEN
L3e,BMW,F650 ST
L3,Husqvarna,M 228
L3e,Harley-Davidson,BREAKOUT S
L3e,Husqvarna,Husqvarna Vitpilen 401
L3e,Harley-Davidson,SPORT GLIDE
L3e,Honda,GL1800DA
L3e,Husqvarna,TR 650 Strada
L3e,Yamaha,MTT850 (Tracer900)
L3e,Yamaha,YZF-R3A (YZF-R3)
L3e,Honda,CRF1000D2
L3e,Indian Motorcycle,Scout Bobber
L3e,Yamaha,MTN690-U (MT-07)
L3e,Ducati,Panigale V4
L3e,Ducati,SCRAMBLER 1100
L3e,KTM,KTM FREERIDE 250 F
L3,MZ,ES 250/1
L3e,Harley-Davidson,STREET GLIDE ANNIVERSARY
L3,Honda,Honda XL 600 LM
L1,Tunturi,Start-Puch VS 50 KX/49 L�hetti
L3e,Husqvarna,Husqvarna Svartpilen 401
L3e,KTM,KTM 125 EXC 2013
L3,Harley-Davidson,ROAD KING POLICE
L3e,Triumph,Speed Triple RS
L1e,Jawa,555 Scooterette
L3e,Kawasaki,ZX-10RR
L3e,Triumph,Tiger 1200 XRX
L3e,Ducati,Multistrada1260S
L3,Kawasaki,KLR600-KL600A/564
L1e,Znen,ZN50QT-Y
L3,Honda,Gold Wing GL1800
L3e,Harley-Davidson,DELUXE
L3e,Ducati,ST3 desmodromico
L3e,Ducati,Panigale V4 S
L1,Tunturi,Puch VS 50 KX Classic
L3,Honda,Cb 600f Hornet
L3,Yamaha,XVZ13 Venture
L3,Harley-Davidson,Ultra Glide
L1e,Solifer,10-KM-M48
L1,Jawa,555 De-luxe
L3,Suzuki,VX 800 U
L3e,Honda,GL 1500 GOLD WING
L3,Vespa,Piaggio Vespa Px 200 E
L3e,Husqvarna,Husqvarna Vitpilen 701
L3e,BMW,F 850 GS
L1,Honda,SRX50 SHADOW-AF42/49
L1e,Tunturi,Autostart VS 50 KA/49
L3e,Dnepr,11
L3,Harley-Davidson,Ultra Classic Glide
L3,Suzuki,Gsx1100f
L3e,Yamaha,YZF-R1M
L3e,Harley-Davidson,FXSB BREAKOUT
L3e,Ducati,Monster 695
L3e,Norton,Commando Interpol
L3e,Sunbeam,S8/487
L3e,Yamaha,MTT850D (Tracer900 GT)
L3e,Harley-Davidson,IRON 1200
L3e,Honda,HONDA CBX 750 F RC17
L1e,Askoll,ES2
L3,Vespa,Piaggio VSX1T
L3e,Yamaha,MTM850 (XSR900)
L3,Indian,741
L3,Harley-Davidson,FXDC DYNA SUPER GLIDE CUSTOM
L3,Harley-Davidson,VRSCF
L3,Jawa,353/249-61
L3e,Triumph,Triumph Tiger 100 Daytona
L3e,Harley-Davidson,FXR2
L1e,Ase,Express
L3e,Suzuki,RG 250
L3,Harley-Davidson,FLHR/I Road King
L1,Ktm-Camping,Camping 50
L1,Öglaend,ZENITH
L3e,Harley-Davidson,Sportster 883 Superlow
L3e,Ducati,500gtl
L1,Peugeot,101 KT-D
L1,Jupiter,JUPITER 50
L1,Velosolex,S2200
L3e,Honda,CB750 K0
L3e,Piaggio,Beverly
L3,Kawasaki,F6-125/124
L1,Solifer,Export Thermomat F38l/48
L3e,Mash,250 Black Seven
L1,Jawa,MS-50 BABETTA
L3e,Harley-Davidson,VRSCAW V-Rod Anniversary
L3,Honda,Cb 650 Rc03
